"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","DECADES"
40918,2015,"CA","USF","SRF","DEVIL","","2015/06/09 00:00:00+00","2015/06/15 00:00:00+00",1,1,1,20.12851,2010
40919,2015,"CA","USF","SRF","PAW","001454","2015/07/31 00:00:00+00","2015/08/04 00:00:00+00",1,6,1,10.240001,2010
40920,2015,"CA","USF","PNF","SPRING GARDEN","","2015/02/06 00:00:00+00","2015/02/06 00:00:00+00",5,6,1,15.840184,2010
40921,2015,"CA","USF","PNF","WARD","000303","2015/06/02 00:00:00+00","",14,6,1,129.28554,2010
40922,2015,"CA","USF","SHF","PROSPECT","002067","2015/07/30 00:00:00+00","2015/08/22 00:00:00+00",1,3,1,24.278818,2010
40923,2015,"CA","USF","SHF","RASPBERRY","002067","2015/07/30 00:00:00+00","2015/08/18 00:00:00+00",1,3,1,39.76297,2010
40924,2015,"CA","USF","SHF","DOG","002067","2015/07/30 00:00:00+00","2015/10/05 00:00:00+00",1,3,1,3276.4824,2010
40925,2015,"CA","USF","SHF","BIG FOOT","00002131","2015/07/30 00:00:00+00","2015/10/05 00:00:00+00",1,3,1,25.137388,2010
40926,2015,"CA","USF","SHF","DEER","00002028","2015/07/30 00:00:00+00","2015/08/18 00:00:00+00",1,3,1,8.535203,2010
40927,2015,"CA","USF","SHF","TELEPHONE","00002133","2015/07/30 00:00:00+00","2015/10/05 00:00:00+00",1,3,1,54.829178,2010
40928,2015,"CA","USF","SHF","BLUE","00002032","2015/07/30 00:00:00+00","2015/10/30 00:00:00+00",1,3,1,2828.0283,2010
40929,2015,"CA","USF","SHF","RAIL","00002092","2015/07/30 00:00:00+00","2015/10/30 00:00:00+00",1,3,1,8669.7715,2010
40930,2015,"CA","USF","SHF","GARDEN","00002029","2015/07/30 00:00:00+00","2015/07/30 00:00:00+00",1,3,1,0.031710275,2010
40931,2015,"CA","USF","SHF","PEAK","00002132","2015/07/30 00:00:00+00","2015/10/30 00:00:00+00",1,3,1,6273.9492,2010
40932,2015,"CA","USF","SHF","SHIELL","00002060","2015/07/30 00:00:00+00","2015/10/30 00:00:00+00",1,3,1,15390.648,2010
40933,2015,"CA","USF","SHF","DAILEY","002066","2015/07/30 00:00:00+00","2015/08/02 00:00:00+00",1,3,1,16.656101,2010
40934,2015,"CA","USF","SHF","DYER","002066","2015/07/30 00:00:00+00","2015/08/06 00:00:00+00",1,3,1,757.96179,2010
40935,2015,"CA","USF","SHF","HAPPY","002066","2015/07/30 00:00:00+00","2015/08/08 00:00:00+00",1,3,1,68095.242,2010
40936,2015,"CA","USF","SHF","ROAD","002066","2015/07/30 00:00:00+00","2015/08/07 00:00:00+00",1,3,1,378.97363,2010
40937,2015,"CA","USF","SHF","PANTHER","","2015/07/30 00:00:00+00","2015/08/09 00:00:00+00",1,3,1,128.69104,2010
40938,2015,"CA","USF","SHF","LOOK","002052","2015/07/30 00:00:00+00","2015/07/31 00:00:00+00",1,3,1,0.92846829,2010
40939,2015,"CA","USF","SHF","HALSEY","002066","2015/07/30 00:00:00+00","2015/08/05 00:00:00+00",1,3,1,7.2289224,2010
40940,2015,"CA","USF","SHF","JOHNSON","001476","2015/07/30 00:00:00+00","2015/10/30 00:00:00+00",1,3,1,17821.107,2010
40941,2015,"CA","USF","SHF","KERLIN","002108","2015/07/30 00:00:00+00","2015/10/10 00:00:00+00",1,3,1,500.94916,2010
40942,2015,"CA","USF","SHF","PELLETREAU","002108","2015/07/30 00:00:00+00","2015/10/09 00:00:00+00",1,3,1,4109.5391,2010
40943,2015,"CA","USF","SHF","PATTISON","002082","2015/07/30 00:00:00+00","2015/08/18 00:00:00+00",1,3,1,12916.572,2010
40944,2015,"CA","USF","SHF","CASTLE","001389","2015/06/23 00:00:00+00","2015/06/23 00:00:00+00",4,3,1,14253.951,2010
40945,2015,"CA","USF","SHF","SPRINGER","001712","2015/07/30 00:00:00+00","2015/08/05 00:00:00+00",1,3,1,0.48998296,2010
40946,2015,"CA","USF","SHF","HIDDEN","002040","2015/07/30 00:00:00+00","2015/08/02 00:00:00+00",1,3,1,11.045643,2010
40947,2015,"CA","USF","SHF","MILL","002106","2015/07/30 00:00:00+00","2015/08/30 00:00:00+00",1,3,1,72.601936,2010
40948,2015,"CA","USF","SHF","YORK","002070","2015/07/30 00:00:00+00","2015/08/30 00:00:00+00",1,3,1,243.67058,2010
40949,2015,"CA","USF","SHF","OLSEN","002071","2015/07/30 00:00:00+00","2015/08/13 00:00:00+00",1,3,1,400.20111,2010
40950,2015,"CA","USF","SHF","CLARK","002083","2015/07/30 00:00:00+00","2015/08/05 00:00:00+00",1,3,1,675.55823,2010
40951,2015,"CA","USF","SHF","MINERS","","2015/07/30 00:00:00+00","2015/08/18 00:00:00+00",1,3,1,173.98405,2010
40952,2015,"CA","USF","SHF","MILITARY","","2015/10/10 00:00:00+00","2015/10/12 00:00:00+00",4,3,1,52.840431,2010
40953,2015,"CA","USF","SHF","SADDLE","001371","2015/06/09 00:00:00+00","2015/10/30 00:00:00+00",1,3,1,1542.9666,2010
40954,2015,"CA","USF","SHF","STEPHENS","","2015/02/24 00:00:00+00","2015/03/03 00:00:00+00",5,1,1,209.62828,2010
40955,2015,"CA","USF","SHF","WATER","002096","2015/08/01 00:00:00+00","2015/08/07 00:00:00+00",1,1,1,35.91605,2010
40956,2015,"CA","USF","LPF","GIBRALTAR","003471","2015/10/29 00:00:00+00","2015/11/04 00:00:00+00",9,8,1,21.0506,2010
40957,2015,"CA","LRA","ORC","","","2015/07/03 00:00:00+00","2015/07/03 00:00:00+00",11,5,1,14.130054,2010
40958,2015,"CA","CCO","ORC","","","2015/07/13 00:00:00+00","2015/07/14 00:00:00+00",2,7,1,213.51048,2010
40959,2015,"CA","CCO","ORC","","","2015/09/17 00:00:00+00","2015/09/17 00:00:00+00",14,1,1,15.643181,2010
40960,2015,"CA","CDF","HUU","BALD FIRE","003924","2015/06/09 00:00:00+00","2015/06/14 00:00:00+00",1,1,1,26.947504,2010
40961,2015,"CA","CDF","HUU","PINE 1-44","001493","2015/07/30 00:00:00+00","2015/09/08 00:00:00+00",1,7,1,1773.2467,2010
40962,2015,"CA","CDF","HUU","BLUFORD 1-55","001498","2015/07/30 00:00:00+00","2015/09/08 00:00:00+00",1,7,1,202.70177,2010
40963,2015,"CA","CDF","HUU","BLOCKSBURG 1-58","001499","2015/07/30 00:00:00+00","2015/09/08 00:00:00+00",1,7,1,283.83099,2010
40964,2015,"CA","CDF","HUU","DOBBYN 1-57","001497","2015/07/30 00:00:00+00","2015/09/08 00:00:00+00",1,7,1,787.35297,2010
40965,2015,"CA","CDF","HUU","STEELHEAD 1-54","001492","2015/07/30 00:00:00+00","2015/09/08 00:00:00+00",1,7,1,1403.4436,2010
40966,2015,"CA","CDF","HUU","WINCHESTER 1-47","001494","2015/07/30 00:00:00+00","2015/09/08 00:00:00+00",1,7,1,147.25191,2010
40967,2015,"CA","CDF","HUU","WILDCAT 1-51","001495","2015/07/30 00:00:00+00","2015/09/08 00:00:00+00",1,7,1,283.21988,2010
40968,2015,"CA","CDF","HUU","HORSE FIRE","006254","2015/08/18 00:00:00+00","2015/10/01 00:00:00+00",14,7,1,145.90427,2010
40969,2015,"CA","CDF","HUU","BUCK FIRE","005528","2015/07/28 00:00:00+00","2015/07/30 00:00:00+00",2,1,1,15.857148,2010
40970,2015,"CA","CDF","HUU","QUEEN","005420","2015/07/25 00:00:00+00","2015/08/01 00:00:00+00",7,1,1,159.37738,2010
40971,2015,"CA","USF","KNF","HOWARDS","","2015/08/01 00:00:00+00","2015/08/13 00:00:00+00",1,7,1,29.580236,2010
40972,2015,"CA","USF","KNF","PRARIE","","2015/08/20 00:00:00+00","2015/08/22 00:00:00+00",9,1,1,67.954094,2010
40973,2015,"CA","USF","KNF","DEVIL","","2015/09/20 00:00:00+00","2015/09/20 00:00:00+00",2,1,1,14.404034,2010
40974,2015,"CA","USF","KNF","FIVEMILE","006160","2015/07/30 00:00:00+00","2015/08/11 00:00:00+00",1,7,1,62.04475,2010
40975,2015,"CA","BIA","HIA","DEER HORN 2","0000181","2015/08/01 00:00:00+00","2015/08/12 00:00:00+00",1,8,1,86.164314,2010
40976,2015,"CA","USF","MDF","FROG","000570","2015/07/30 00:00:00+00","2015/08/07 00:00:00+00",1,8,1,4862.1646,2010
40977,2015,"CA","USF","INF","WALKER","001319","2015/08/14 00:00:00+00","2015/10/31 00:00:00+00",9,NA,NA,3815.8857,2010
40978,2015,"CA","CDF","TCU","OAK FLAT","009491","2015/09/08 00:00:00+00","",14,8,1,107.90329,2010
40979,2014,"CA","CCO","VNC","SHERWOOD","0039827","2014/06/06 00:00:00+00","2014/06/06 00:00:00+00",14,1,1,1.9935428,2010
40980,2014,"CA","CCO","VNC","STAFFORD","0042893","2014/07/07 00:00:00+00","2014/07/07 00:00:00+00",14,8,1,2.3210816,2010
40981,2015,"CA","CCO","VNC","VICTORIA","0031278","2015/05/11 00:00:00+00","2015/05/11 00:00:00+00",14,6,1,0.56814277,2010
40983,2015,"CA","CCO","VNC","DOUGH","0053877","2015/08/13 00:00:00+00","2015/08/13 00:00:00+00",14,7,1,2.1606395,2010
40984,2015,"CA","CCO","VNC","FARIA","0041643","2015/06/24 00:00:00+00","2015/06/24 00:00:00+00",14,1,1,0.99017239,2010
40985,2015,"CA","CCO","VNC","TOLAND","0044425","2015/07/05 00:00:00+00","2015/07/05 00:00:00+00",14,1,1,3.0320029,2010
40986,2015,"CA","CCO","VNC","MOORPARK","0057413","2015/08/07 00:00:00+00","2015/08/07 00:00:00+00",14,1,1,2.0794084,2010
40987,2015,"CA","CCO","VNC","SOUTH","0046505","2015/07/04 00:00:00+00","2015/07/04 00:00:00+00",14,7,1,0.26007813,2010
40988,2015,"CA","CCO","VNC","MAIN","0048569","2015/07/02 00:00:00+00","2015/07/02 00:00:00+00",14,1,1,0.13575757,2010
40989,2014,"CA","CCO","VNC","TELEGRAPH","0047972","2014/07/28 00:00:00+00","2014/07/28 00:00:00+00",14,1,1,0.11554403,2010
40990,2015,"CA","CCO","VNC","BROOKS","0047203","2015/07/17 00:00:00+00","2015/07/17 00:00:00+00",14,6,1,2.9219983,2010
40991,2015,"CA","CCO","VNC","OJAI","0065745","2015/09/28 00:00:00+00","2015/09/28 00:00:00+00",14,6,1,0.0026118096,2010
40992,2015,"CA","CCO","VNC","SHELL","0083451","2015/12/06 00:00:00+00","2015/12/06 00:00:00+00",14,1,1,2.4239967,2010
40993,2015,"CA","CCO","VNC","ARROYO","0089149","2015/12/25 00:00:00+00","2015/12/25 00:00:00+00",14,1,1,0.091173746,2010
40994,2014,"CA","CCO","VNC","BRIGGS","0029107","2014/05/14 00:00:00+00","2014/05/14 00:00:00+00",14,8,1,8.9324331,2010
40995,2015,"CA","NPS","KNP","HOTEL","0101","","",1,1,1,29.412397,2010
40996,2015,"CA","NPS","YNP","SNOW","138","2015/10/27 00:00:00+00","2015/10/27 00:00:00+00",4,1,1,0.10080767,2010
40997,2015,"CA","NPS","YNP","MONO","140","2015/10/31 00:00:00+00","2015/11/30 00:00:00+00",1,1,NA,0.10080937,2010
40998,2015,"CA","NPS","YNP","INDIAN CANYON","49","2015/07/03 00:00:00+00","2015/08/18 00:00:00+00",1,1,1,4.131937,2010
40999,2015,"CA","NPS","RNP","POPLAR","1501","2015/05/10 00:00:00+00","2015/05/10 00:00:00+00",14,1,1,3.5547771,2010
41000,2015,"CA","NPS","YNP","DEERLICK","47","2015/07/02 00:00:00+00","2015/07/03 00:00:00+00",1,1,1,0.10079487,2010
41001,2015,"CA","NPS","SMP","CALABASAS","553","2015/05/23 00:00:00+00","2015/05/23 00:00:00+00",9,6,1,0.48543549,2010
41002,2015,"CA","NPS","SMP","DUME","434","2015/04/17 00:00:00+00","2015/04/17 00:00:00+00",10,6,1,1.4795077,2010
41003,2015,"CA","NPS","SMP","AGOURA","1217","2015/10/24 00:00:00+00","2015/10/24 00:00:00+00",9,6,1,0.093973063,2010
41004,2015,"CA","NPS","SMP","NEWTON","1264","2015/11/07 00:00:00+00","2015/11/07 00:00:00+00",5,6,1,0.093960151,2010
41006,2015,"CA","NPS","SMP","GRAND VIEW","483","2015/04/27 00:00:00+00","2015/04/27 00:00:00+00",10,6,1,0.093972474,2010
41007,2015,"CA","NPS","SMP","WENDY","735","2015/07/04 00:00:00+00","2015/07/04 00:00:00+00",8,6,1,0.09396258,2010
41008,2015,"CA","NPS","SMP","TOPANGA CYN","379","2015/04/06 00:00:00+00","2015/04/06 00:00:00+00",10,6,1,0.15221509,2010
41009,2015,"CA","NPS","SMP","POTRERO 2","1252","2015/11/07 00:00:00+00","2015/11/08 00:00:00+00",14,6,1,43.496788,2010
41011,2015,"CA","NPS","SMP","MALIBU","679","2015/06/21 00:00:00+00","2015/06/21 00:00:00+00",14,6,1,5.392848,2010
41012,2015,"CA","NPS","SMP","COUNTRY CLUB","728","2015/07/03 00:00:00+00","2015/07/03 00:00:00+00",14,6,1,0.093977496,2010
41013,2015,"CA","NPS","SMP","RAMBLA","1102","2015/09/19 00:00:00+00","2015/09/19 00:00:00+00",14,6,1,0.48535195,2010
41014,2015,"CA","NPS","SMP","MUREAU","1138","2015/10/03 00:00:00+00","2015/10/03 00:00:00+00",1,6,1,0.48542672,2010
41016,2015,"CA","NPS","SMP","ROADRUNNER","","","",14,6,1,0.023171764,2010
41017,2015,"CA","NPS","SMP","DEERVALE","","","",14,6,1,0.60286856,2010
41019,2015,"CA","NPS","SMP","TOPANGA","","","",11,6,1,0.25164834,2010
41020,2015,"CA","NPS","SMP","OAKMONT","","","",14,6,1,0.25163886,2010
41022,2015,"CA","","","TOPANGA CYN","","2015/04/06 00:00:00+00","2015/04/06 00:00:00+00",14,NA,NA,0.15221494,2010
41023,2015,"CA","","","TUNA","","2015/03/13 00:00:00+00","2015/03/13 00:00:00+00",14,NA,NA,1.1840782,2010
41024,2015,"CA","","","POTRERO ","00013714","2015/04/30 00:00:00+00","2015/04/30 00:00:00+00",9,8,1,2.744287,2010
41025,2015,"CA","NPS","SMP","CORNELL","","2015/06/24 00:00:00+00","2015/06/24 00:00:00+00",14,8,1,0.0087766834,2010
41026,2015,"CA","","","COUNTRY CLUB","","2015/07/03 00:00:00+00","2015/07/03 00:00:00+00",14,NA,NA,0.093977533,2010
41027,2015,"CA","","","118 FWY","","2015/06/04 00:00:00+00","2015/06/04 00:00:00+00",14,NA,NA,4.0273767,2010
41028,2016,"CA","CCO","SBC","CAT","007820","2016/06/27 00:00:00+00","2016/06/27 00:00:00+00",11,1,1,19.744371,2010
41029,2016,"CA","CDF","SHU","FIDDLER","006739","2016/07/08 00:00:00+00","2016/07/20 00:00:00+00",7,1,1,330.9144,2010
41030,2016,"CA","CDF","SHU","COW","009805","2016/09/25 00:00:00+00","2016/09/29 00:00:00+00",10,1,1,94.762978,2010
41031,2016,"CA","CDF","TGU","PASKENTA","005445","2016/06/21 00:00:00+00","2016/06/21 00:00:00+00",2,1,1,42.494411,2010
41032,2016,"CA","CDF","TGU","TEDOC","003360","2016/04/17 00:00:00+00","2016/04/17 00:00:00+00",5,1,1,2.3794219,2010
41033,2016,"CA","LRA","TGU","HOAG 2","005162","2016/06/11 00:00:00+00","2016/06/11 00:00:00+00",14,1,1,64.687111,2010
41034,2016,"CA","CDF","TGU","COLYEAR","005731","2016/06/30 00:00:00+00","2016/07/03 00:00:00+00",11,2,1,465.18246,2010
41035,2016,"CA","CDF","TGU","FLORES","005770","2016/07/01 00:00:00+00","2016/07/01 00:00:00+00",10,1,1,88.573395,2010
41036,2016,"CA","LRA","TGU","DIAMOND","005779","2016/07/01 00:00:00+00","2016/07/01 00:00:00+00",4,1,1,2.8582184,2010
41037,2016,"CA","CDF","TGU","SPRING","006228","2016/07/15 00:00:00+00","2016/07/15 00:00:00+00",9,1,1,16.441874,2010
41038,2016,"CA","CDF","LNU","OAK 2","006650","2016/07/22 00:00:00+00","2016/07/22 00:00:00+00",14,1,1,58.760162,2010
41039,2016,"CA","CCO","ORC","SAN JUAN","","2016/11/13 00:00:00+00","2016/11/13 00:00:00+00",10,1,1,55.278599,2010
41040,2016,"CA","CCO","KRN","FRONTIER","","2016/06/22 00:00:00+00","2016/06/22 00:00:00+00",14,1,1,44.146595,2010
41041,2016,"CA","CCO","KRN","BLUE","","2016/07/10 00:00:00+00","2016/07/10 00:00:00+00",14,1,1,0.15275423,2010
41042,2016,"CA","CCO","KRN","STOCKDALE","","2016/07/29 00:00:00+00","2016/07/29 00:00:00+00",14,1,1,65.128983,2010
41043,2016,"CA","CCO","KRN","KEENE","","2016/10/13 00:00:00+00","2016/10/13 00:00:00+00",14,1,1,1.1729813,2010
41044,2016,"CA","CCO","KRN","RIVER","","2016/05/29 00:00:00+00","2016/05/29 00:00:00+00",14,1,1,0.85383421,2010
41045,2016,"CA","CCO","KRN","GRANITE","","2016/06/06 00:00:00+00","2016/06/06 00:00:00+00",14,1,1,4.3569241,2010
41046,2016,"CA","CCO","KRN","BODFISH","","2016/07/06 00:00:00+00","2016/07/06 00:00:00+00",14,1,1,2.665767,2010
41047,2016,"CA","CCO","KRN","CARBINE","","2016/06/05 00:00:00+00","2016/06/05 00:00:00+00",14,1,1,2.9113624,2010
41048,2016,"CA","CCO","KRN","DUMP","","2016/08/04 00:00:00+00","2016/08/04 00:00:00+00",14,1,1,3.4633083,2010
41049,2016,"CA","CCO","KRN","RANGE","","2016/08/26 00:00:00+00","2016/08/30 00:00:00+00",14,1,1,515.69788,2010
41050,2016,"CA","CCO","KRN","","","2016/08/24 00:00:00+00","2016/08/24 00:00:00+00",14,1,1,5.6621652,2010
41051,2016,"CA","CCO","KRN","","","2016/07/22 00:00:00+00","2016/07/22 00:00:00+00",14,1,1,7.9217839,2010
41052,2016,"CA","CCO","KRN","","","2016/07/19 00:00:00+00","2016/07/19 00:00:00+00",14,1,1,1.1199391,2010
41053,2016,"CA","CCO","KRN","DEER","","2016/07/01 00:00:00+00","2016/07/04 00:00:00+00",14,1,1,1563.4291,2010
41054,2016,"CA","CCO","KRN","BEALE","","2016/05/15 00:00:00+00","2016/05/15 00:00:00+00",14,1,1,1.6166136,2010
41055,2016,"CA","CCO","KRN","ROCKY","","2016/05/29 00:00:00+00","2016/05/29 00:00:00+00",14,1,1,11.642918,2010
41056,2016,"CA","CCO","KRN","VIEW","","2016/08/09 00:00:00+00","2016/08/09 00:00:00+00",14,1,1,2.9347036,2010
41057,2016,"CA","CCO","KRN","TUNNEL","","2016/08/09 00:00:00+00","2016/08/09 00:00:00+00",14,1,1,2.3418949,2010
41058,2016,"CA","CCO","KRN","TUCKER","","2016/06/23 00:00:00+00","2016/06/23 00:00:00+00",14,1,1,1.2153252,2010
41059,2016,"CA","CCO","KRN","","","2016/07/03 00:00:00+00","2016/07/03 00:00:00+00",14,1,1,14.096872,2010
41060,2016,"CA","CCO","KRN","HARTINC","","2016/06/15 00:00:00+00","2016/06/15 00:00:00+00",14,1,1,1.7294708,2010
41061,2016,"CA","CCO","SBC","BAR","011063","2016/08/24 00:00:00+00","2016/08/24 00:00:00+00",14,1,1,17.844017,2010
41062,2016,"CA","CDF","TGU","SIESTA","006424","2016/07/21 00:00:00+00","2016/07/21 00:00:00+00",14,1,1,2.6649756,2010
41063,2016,"CA","CDF","TGU","BAKER","006853","2016/08/03 00:00:00+00","2016/08/03 00:00:00+00",14,1,1,75.945091,2010
41064,2016,"CA","LRA","TGU","CAMINO","006912","2016/08/05 00:00:00+00","2016/08/05 00:00:00+00",5,1,1,3.2673557,2010
41065,2016,"CA","CDF","TGU","HOG","008080","2016/09/13 00:00:00+00","2016/09/13 00:00:00+00",11,1,1,320.70151,2010
41066,2016,"CA","CDF","TGU","RIDGE","008177","2016/09/16 00:00:00+00","2016/09/16 00:00:00+00",2,1,1,26.220325,2010
41067,2016,"CA","CDF","TGU","RED","008227","2016/09/17 00:00:00+00","2016/09/17 00:00:00+00",5,1,1,1.854401,2010
41068,2016,"CA","CDF","TGU","OAK","008383","2016/09/22 00:00:00+00","2016/09/22 00:00:00+00",11,1,1,1.8748819,2010
41069,2016,"CA","CDF","TCU","CAMPO","006707","2016/06/27 00:00:00+00","2016/06/30 00:00:00+00",14,1,1,33.726742,2010
41070,2016,"CA","CDF","TCU","BAKER","007702","2016/07/21 00:00:00+00","2016/07/23 00:00:00+00",2,1,1,57.292149,2010
41071,2016,"CA","CDF","TCU","CHEYENNE","006158","2016/06/15 00:00:00+00","2016/06/18 00:00:00+00",2,1,1,72.377655,2010
41072,2016,"CA","CDF","TCU","MARSHES","010403","2016/09/26 00:00:00+00","2016/10/05 00:00:00+00",10,3,1,930.50647,2010
41073,2016,"CA","CDF","TCU","PACHECO","007341","2016/07/12 00:00:00+00","2016/07/19 00:00:00+00",2,1,1,340.54016,2010
41074,2016,"CA","CDF","TCU","STAGECOACH","007345","2016/07/12 00:00:00+00","2016/07/18 00:00:00+00",14,1,1,34.952942,2010
41075,2016,"CA","CDF","TCU","WILLOW","009339","2016/08/29 00:00:00+00","2016/09/04 00:00:00+00",10,1,1,447.95587,2010
41076,2016,"CA","CDF","TCU","KENNEDY","005451","2016/05/29 00:00:00+00","2016/06/02 00:00:00+00",10,1,1,33.587246,2010
41077,2016,"CA","CDF","TCU","TULLOCH","005507","2016/05/30 00:00:00+00","2016/06/07 00:00:00+00",9,1,1,81.881836,2010
41078,2016,"CA","CDF","TCU","TELEGRAPH","005629","2016/06/01 00:00:00+00","2016/06/02 00:00:00+00",9,1,1,13.832623,2010
41079,2016,"CA","CDF","TCU","HUNT","005639","2016/06/02 00:00:00+00","2016/06/03 00:00:00+00",2,1,1,26.523279,2010
41080,2016,"CA","CDF","TCU","DORSEY","005724","2016/06/04 00:00:00+00","2016/06/04 00:00:00+00",2,1,1,19.643669,2010
41081,2016,"CA","CDF","TCU","BUCKSKIN","005973","2016/06/10 00:00:00+00","2016/06/11 00:00:00+00",9,1,1,15.192328,2010
41082,2016,"CA","CDF","TCU","PERRICONE","008812","2016/08/15 00:00:00+00","2016/08/15 00:00:00+00",9,1,1,23.170095,2010
41083,2016,"CA","CDF","TCU","YOSEMITE","006982","2016/07/03 00:00:00+00","2016/07/04 00:00:00+00",4,1,1,7.7135673,2010
41084,2016,"CA","CDF","TCU","APPALOOSA","006914","2016/07/02 00:00:00+00","2016/07/15 00:00:00+00",9,1,1,283.95474,2010
41085,2016,"CA","CDF","TCU","BUCKSKIN","006750","2016/06/28 00:00:00+00","2016/06/28 00:00:00+00",14,1,1,17.563612,2010
41086,2016,"CA","CDF","LNU","CALPINE","005595","2016/06/26 00:00:00+00","2016/06/26 00:00:00+00",14,1,1,14.541461,2010
41087,2016,"CA","CDF","LNU","CANYON","007397","2016/08/09 00:00:00+00","2016/08/09 00:00:00+00",14,1,1,10.932601,2010
41088,2016,"CA","CDF","LNU","CREEK","005580","2016/06/26 00:00:00+00","2016/06/28 00:00:00+00",14,1,1,171.11806,2010
41089,2016,"CA","CDF","LNU","DUNNIGAN","006366","2016/07/15 00:00:00+00","2016/07/15 00:00:00+00",2,1,1,77.782883,2010
41090,2016,"CA","CDF","LNU","FOOTHILL","006532","2016/07/19 00:00:00+00","2016/07/19 00:00:00+00",14,1,1,62.924194,2010
41091,2016,"CA","CDF","LNU","HILL","004789","2016/06/07 00:00:00+00","2016/06/07 00:00:00+00",2,1,1,11.074378,2010
41092,2016,"CA","CDF","LNU","HILLCREST","005164","2016/06/17 00:00:00+00","2016/06/17 00:00:00+00",14,1,1,17.345282,2010
41093,2016,"CA","CDF","LNU","KUGELMAN","007396","2016/08/09 00:00:00+00","2016/08/11 00:00:00+00",7,1,1,62.045834,2010
41094,2016,"CA","CDF","LNU","MOCKINGBIRD","008168","2016/08/30 00:00:00+00","2016/08/30 00:00:00+00",7,1,1,19.849892,2010
41095,2016,"CA","CDF","LNU","NORTH BRANCH","006965","2016/07/29 00:00:00+00","2016/07/29 00:00:00+00",14,1,1,21.990162,2010
41096,2016,"CA","CDF","LNU","TWENTY","007787","2016/08/21 00:00:00+00","2016/08/21 00:00:00+00",7,1,1,10.676426,2010
41097,2016,"CA","CDF","LNU","SAWMILL","009129","2016/09/25 00:00:00+00","2016/09/28 00:00:00+00",14,3,1,1546.7014,2010
41098,2016,"CA","CDF","LNU","RESERVOIR","005586","2016/06/26 00:00:00+00","2016/06/30 00:00:00+00",14,1,1,152.64656,2010
41099,2016,"CA","CDF","LNU","COLD","007135","2016/08/02 00:00:00+00","2016/08/09 00:00:00+00",14,3,1,5730.0747,2010
41100,2016,"CA","CDF","LNU","CLAYTON","007582","2016/08/13 00:00:00+00","2016/08/16 00:00:00+00",7,3,1,3928.0295,2010
41101,2016,"CA","CDF","LNU","KNOXVILLE","007402","2016/08/09 00:00:00+00","2016/08/10 00:00:00+00",14,1,1,40.804478,2010
41102,2016,"CA","CDF","SLU","ESTRELLA","005913","2016/06/03 00:00:00+00","2016/06/03 00:00:00+00",2,1,1,47.407936,2010
41103,2016,"CA","CDF","SLU","O'DONOVAN","004131","2016/04/17 00:00:00+00","2016/04/17 00:00:00+00",14,1,1,33.586662,2010
41104,2016,"CA","CDF","SLU","ELK","005664","2016/05/28 00:00:00+00","2016/05/28 00:00:00+00",14,1,1,18.451151,2010
41105,2016,"CA","CDF","SLU","BLUFF","007882","2016/07/18 00:00:00+00","2016/07/18 00:00:00+00",2,1,1,30.232939,2010
41106,2016,"CA","CDF","SLU","ADELAIDA","005883","2016/06/02 00:00:00+00","2016/06/02 00:00:00+00",11,1,1,11.620736,2010
41107,2016,"CA","CDF","SLU","JUAN","004588","2016/04/29 00:00:00+00","2016/04/29 00:00:00+00",14,2,1,16.248821,2010
41108,2016,"CA","CDF","SLU","RIVER","006897","2016/06/26 00:00:00+00","2016/06/26 00:00:00+00",9,1,1,10.446619,2010
41109,2016,"CA","CDF","SLU","SHEDD","004968","2016/05/10 00:00:00+00","2016/05/10 00:00:00+00",14,1,1,161.34909,2010
41110,2016,"CA","CDF","SLU","TOPAZ","005178","2016/05/15 00:00:00+00","2016/05/15 00:00:00+00",11,1,1,23.763937,2010
41111,2016,"CA","CDF","SLU","GREEN","007741","2016/07/15 00:00:00+00","2016/07/15 00:00:00+00",2,1,1,10.820319,2010
41112,2016,"CA","CDF","SLU","CHIMNEY","00008948","2016/08/13 00:00:00+00","2016/09/09 00:00:00+00",10,1,1,46233.918,2010
41113,2016,"CA","CDF","SLU","FRAZIER","006941","2016/06/27 00:00:00+00","2016/06/27 00:00:00+00",10,1,1,86.516129,2010
41114,2016,"CA","CCO","ORC","TORTOISE","","2016/06/03 00:00:00+00","2016/06/03 00:00:00+00",14,1,1,19.049162,2010
41115,2016,"CA","CCO","ORC","LAGUNA","","2016/06/26 00:00:00+00","2016/06/29 00:00:00+00",14,1,1,46.281208,2010
41116,2016,"CA","CCO","ORC","SAN JUAN","","2016/06/15 00:00:00+00","2016/06/16 00:00:00+00",14,1,1,70.311844,2010
41117,2016,"CA","CCO","ORC","REATA ","","2016/07/11 00:00:00+00","2016/07/11 00:00:00+00",2,1,1,14.006954,2010
41118,2016,"CA","CCO","ORC","TRABUCO","","2016/09/06 00:00:00+00","2016/09/07 00:00:00+00",14,1,1,97.349121,2010
41119,2016,"CA","CCO","ORC","CANYON","","2016/09/12 00:00:00+00","2016/09/12 00:00:00+00",10,1,1,19.588163,2010
41120,2016,"CA","CCO","ORC","COW CAMP","","2016/08/29 00:00:00+00","2016/08/29 00:00:00+00",14,4,1,10.550702,2010
